text,rating,sentiment,clean_text
pengiriman lambat .sabtu pagi transaksi selasa malem barunampai lemot,2,Negatif,lambat sabtu pagi transaksi selasa malem barunampai lemot
Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,1,Negatif,pesen nyampe walopun refund cash ad konfirmasi
produk yg dikirim kualitas jelek sekali,1,Negatif,dikirim kualitas jelek
Barang pecah atau retak tdk mulus,2,Negatif,pecah retak mulus
Barang yg dikirim tidak sesuai dengan yang dipesan..,1,Negatif,dikirim sesuai dipesan
ngga mirip sama foto. cuma warna kuning polos semua. kecewa..,2,Negatif,ngga foto warna kuning polos kecewa
sepatunya berbeda dengan fotonya ..... tingkatkan profesionalisme agar tidak memalukan sebagai official store bata,2,Negatif,sepatunya berbeda fotonya tingkatkan profesionalisme memalukan official store bata
Ukurannya tdk sesuai dengan keterangan jd sandalnya kurang besar 1 nomer diatasnya walau sampainya cepat.....,1,Negatif,ukurannya sesuai keterangan jd sandalnya nomer diatasnya sampainya cepat
ggdjkkjfkghfyhdjhugfvkchzndfjhadfafhjkkiutff,1,Negatif,ggdjkkjfkghfyhdjhugfvkchzndfjhadfafhjkkiutff
Less responsibility when complaint,2,Negatif,less responsibility when complaint
mkc y ...........................,1,Negatif,mkc
"barangnya bagus, tapi respon agak lama...",1,Negatif,barangnya bagus respon
Order batre sony vaio mbulet. Pelayanan Aftersale buruk. Pake tragedi salah barang juga yang dikirim,2,Negatif,batre sony vaio mbulet pelayanan aftersale buruk pakai tragedi salah dikirim
"trimakasih 1hr lgsug sampe,maf bru konfr",2,Negatif,trimakasih hr lgsug sampe maf bru konfr
"Produk buruk. Tidak bisa dipake, buang tempat sampah. Casing terbuka dan sim tidak bisa terbaca. Mending beli produk 2nd dari produk ini...",1,Negatif,buruk dipake buang sampah casing terbuka sim terbaca mending nd
"barang sesuai,, tapi pengiriman masalah  mustinya gran cepet jadi nunda 3 hari",2,Negatif,sesuai mustinya gran cepat nunda
Kualitas parah.. kirimin pertama blank.. returan kedap kedip bergaris..,1,Negatif,kualitas parah kirimin blank returan kedap kedip bergaris
Belum 1 bulan udah rusak. Dikira abis baterai tapi ternyata baterai masih full. Pas cek ke toko jam ternyata sebelumnya udah pernah dibongkar dan ada karet yg lepas.,1,Negatif,rusak abis baterai baterai full pas cek jam dibongkar karet lepas
Baterai gampang habis padahal sudah dicas full,2,Negatif,baterai gampang habis dicas full
"Dari pemesanan sampai pengiriman membutuhkan waktu cukup lama sampai 3 hari baru di kirim. Packing selama itu?? Mungkin pesanan banyak tapi merchant lain pun sama kayaknya. Padahal kalo di lihat dari tracknya sehari aja udah sampai, barang yang biasanya saya pesan normal diterima 1-2 hari ini bisa seminggu.",2,Negatif,pemesanan membutuhkan kemasan pesanan merchant kayaknya lihat tracknya sehari normal diterima seminggu
"suara ngga jernih ,,aga ngerebek",2,Negatif,suara ngga jernih aga ngerebek
Pengiriman dan respon super cepat. Tpi barang tidak sesuai gambar dan tidak kuat untuk menembus jok motor.,2,Negatif,respon super cepat tpi sesuai gambar kuat menembus jok motor
"Gan, barangnya sudah sampai. Tpi, card readernya gak bisa di pke.",2,Negatif,gan barangnya tpi card readernya pke
Masa saya nunggu seminggu baru barang nya datang,1,Negatif,nunggu seminggu nya
Barang ny pecah dan kesamaan saya mta ganti,1,Negatif,ny pecah kesamaan mta ganti
"Minta 45, malah kasih 43.",1,Negatif,kasih
"Barang bagus, suara jernih. 
baru di pakai sekali, langsung mati total..
gimana ini..",1,Negatif,bagus suara jernih pakai langsung mati total gimana
Pelayanan kurang memuaskan.slow respon sangat,1,Negatif,pelayanan memuaskan slow respon
Tolong tingkatkan respons cepat. Minta kirim gojek same day malah sampe nya besok.,1,Negatif,tolong tingkatkan respons cepat gojek same day sampe nya besok
timbangan tidak sesuai... beda sampai  8 kg pas yimbng ulang,1,Negatif,timbangan sesuai beda kg pas yimbng ulang
"gak bisa disetting 24jam, ada harga ada rupa",2,Negatif,disetting jam harga rupa
"Hasil staples tidak rapat pada bidang, mungkin dapat produk cacat..hadeeuh",1,Negatif,hasil staples rapat bidang cacat hadeeuh
produknya ukurannya melebar. gak sesuai gambar. tolong ditingkatkan lagi kualitas barang gan.,1,Negatif,produknya ukurannya melebar sesuai gambar tolong ditingkatkan kualitas gan
Coil brush nya blm dikirim,1,Negatif,coil brush nya blm dikirim
Cek dlu bos. Gerigi penahan nya kok lepas trus..  Yg ada malah hp nya jatoh,1,Negatif,cek dlu bos gerigi penahan nya lepas trus hp nya jatoh
"Barang sampah bukan nokia ini, kalo jualan yg bener km... hpnya suka suka mati2 sendiri...",1,Negatif,sampah nokia jualan hpnya suka suka mati
Barang yang dikirim tidak sesuai dengan yang dipesan.,2,Negatif,dikirim sesuai dipesan
Ooooooookkkkkkkkkkkk,2,Negatif,ookk
"Jual barang KW, di keterangan ga di kasih keterangan barang KW.. Tau gitu ga jadi transfer deh.. Not recomended 👎",1,Negatif,jual kw keterangan kasih keterangan kw tau gitu transfer deh not rekomendasi
"menunggu lumayan melelahkan,............
..",2,Negatif,menunggu lumayan melelahkan
bagusss untuk visuall cuma quality nya :(,2,Negatif,baguss visuall quality nya
Brng sy pesan. Uang sy transfr tp brmg tdk sy trima. Jgn. Pesan pke wahana cargo. Tdk ad solusi dr toped ut mngembalikan uang saya,1,Negatif,brng uang transfr brmg trima jgn pke wahana cargo ad solusi dr toped ut mngembalikan uang
"ukuran yg dikirim tidak sesuai, malah ukuran yg diminta seperti ditulis ulang",1,Negatif,ukuran dikirim sesuai ukuran ditulis ulang
Kecewa berat. Lebih layak jadi HP mainan,1,Negatif,kecewa berat layak hp mainan
"Gak ad barang!!
Mohon diperbaiki pelayanannya.. HARGAI PEMBELI.. Jangan asal kirim pesanan kl barang gak ada  atau gak sesuai pesanan.. Nanya dulu sharusnya..masih mau gak",1,Negatif,ad mohon diperbaiki pelayanannya hargai pembeli pesanan kl sesuai pesanan nanya sharusnya
"Isi dalam nya ada sebagian Karatan walaupun di segel,,",2,Negatif,isi nya karatan segel
Tombol hapus tidak berfungsi...,1,Negatif,tombol hapus berfungsi
"barang yg ini kosong gak ada konfirmasi,barang yg lain lama d kirimnya",1,Negatif,kosong konfirmasi kirimnya
"Barang tidak fungsi, setiap pengiriman mohon dicek kembali....",1,Negatif,fungsi mohon dicek
Mouse nya gak ikut kursor,2,Negatif,mouse nya kursor
Sepertinya penjual tidak mengecek kondisi barang sebelum dikirim.barang yg saya terima tidak bisa dicas karena lubang cargernya gak pas dengan konektor,2,Negatif,penjual mengecek kondisi dikirim terima dicas lubang cargernya pas konektor
Penjual tidak mengirim kelengkapan produk sesuai yg tertera di kemasan,2,Negatif,penjual mengirim kelengkapan sesuai tertera kemasan
Deskripsi tertulis ready warna HITAM dan PUTIH. Tapi terlalu mistis hingga bisa muncul warna BIRU saat barang sampai ke tangan pembeli.,1,Negatif,deskripsi tertulis ready warna hitam putih mistis muncul warna biru tangan pembeli
Barang rusak tidak bisa dipakai,2,Negatif,rusak dipakai
"Tidak dapat berfungsi alatnya, tetapi dimaklumi dgn harga segini",1,Negatif,berfungsi alatnya dimaklumi harga segini
tidak bisa buat masang jok gak ke pake,2,Negatif,masang jok pakai
"Masa dikirimnya ke nomer 3 padahal di situ sudah tertulis alamatnya nomer 33
Untungnya masih tetangga saya jadi tau",2,Negatif,dikirimnya nomer situ tertulis alamatnya nomer untungnya tetangga tau
kurang mumuaskan kabelnya,2,Negatif,mumuaskan kabelnya
Sudah memilih 3 pilihan warna.. tapi warna yg di pilih sama sekali tidak dinkirim,2,Negatif,memilih pilihan warna warna pilih dinkirim
"Jam tangan anak2 di jual.ukuran terlalu kecil.kecewa belanja disini.....jangan belanja disini,diskon tapi ga jelas ukurannya.",1,Negatif,jam tangan anak jual ukuran kecewa diskon ukurannya
kecil banget kecewa banget,1,Negatif,banget kecewa banget
"Bintang 2 dulu krn barangnya rusak, mau retur. Masih nunggu rules dari seller",2,Negatif,bintang barangnya rusak retur nunggu rules
"Deker nya kekecilan, bisa ditukar gan ?",1,Negatif,deker nya kekecilan ditukar gan
kualitas kurang... ada bagian agak retas,1,Negatif,kualitas retas
"Pelayanan buruk,........",1,Negatif,pelayanan buruk
Payah&#39;.................................,1,Negatif,payah
paket dibungkus dng rapih..dan bgs..smoga unit nya sebagus dng packaging nya.,2,Negatif,dibungkus dng rapih bgs smoga unit nya sebagus dng packaging nya
warna nya ga sesuaii dengan yg saya ingin kan,2,Negatif,warna nya sesuaii
"Pengiriman pertama bermasalah, baterai kembung, g bisa dipasang.., retur.., pengiriman kedua secara fisik bagus, tapi baterai tidak bisa dipakai, sudah di charge penuh, saat charger dicabut, laptop langsung mati.., karena sudah konfirmasi penerimaan, kami sedang mengupayakan proses klaim garansi.., rating akan diupdate lagi nanti...,
Ulasan ini bersifat sementara, akan diupdate setelah ada solusi...,
Terima kasih AS Komputer",1,Negatif,bermasalah baterai kembung dipasang retur fisik bagus baterai dipakai charge penuh charger dicabut laptop langsung mati konfirmasi penerimaan mengupayakan proses klaim garansi rating diupdate ulasan bersifat diupdate solusi terima kasih as komputer
"barang sudah diterima dengan cepat, tetapi seharusnya sebelum dikirim harus di check atau di coba dahulu karena saya beli dua mouse yang berfungsi hanya satu unit. tetapi proses refund berjalan dengan baik.",2,Negatif,diterima cepat dikirim check coba mouse berfungsi unit proses refund berjalan
harga 200rb&#39;an . kualitas 70 rb&#39;an . maap sedikit kecewa,1,Negatif,harga rb an kualitas rb an maap kecewa
"Barang diterima namun tidak berfungsi, dicharge pun tidak bisa",1,Negatif,diterima berfungsi dicharge
lumayan lumayan lumayan deh,1,Negatif,lumayan lumayan lumayan deh
Kualitas barangnys kurang bagus,1,Negatif,kualitas barangnys bagus
"Maaf agak kecewa, barang tidak sesuai deskripsi tidak bisa untuk telpon",2,Negatif,maaf kecewa sesuai deskripsi telpon
"Beli 3 produk, 2 biji baterai nya bocor, 1 biji kaga bisa di charge, mao kirim balik , ongkir dll susah",1,Negatif,biji baterai nya bocor biji kaga charge mao ongkos kirim dll susah
Batt nya cepet abis...Bukan seperti Nokia Yg terdahulu...😭,2,Negatif,batt nya cepat abis nokia
Baru pake 3minggu ...dah rusak euyy,2,Negatif,pakai minggu dah rusak euyy
"Tampilan layar buram gan,jauh beda dengan yang original.",1,Negatif,tampilan layar buram gan beda asli
"barang nyampe di packing rapih.
tpi kualitas sangat kurang, saat telpn kecil suaranya kecil, padahal volume udah maksimal, di pasang headset juga suka mati jika di sentuh. produk masih blm bisa di recommend",1,Negatif,nyampe kemasan rapih tpi kualitas telpn suaranya volume maksimal pasang headset suka mati sentuh blm recommend
Di pake 1 kali doang langsung Bangkar.  Ga bisa di cas sia sia dah beli nya juga,2,Negatif,pakai kali doang langsung bangkar cas sia sia dah nya
"Photo transistor tidak sesuai dengan produk yg dikirim. Yang dikirim transistor palsu, tulisan di transistor hanya sablonan. Begitu transistor di pasang langsung jebol",1,Negatif,photo transistor sesuai dikirim dikirim transistor palsu tulisan transistor sablonan transistor pasang langsung jebol
"tidak bisa dipakai.  maaf lama balasnya.  beli mahal2 tetapi tdk bs dipakai.  g recomended. 
terima kasih. 
sy rugi banyak sekali",1,Negatif,dipakai maaf balasnya mahal dipakai rekomendasi terima kasih rugi
Produk out of stock dipakai nomor resi produk pengiriman sebelumnya. Saya sampai curiga sama tetangga dan kurir JNE. Memang sudah dikasih barang pengganti tapi tetap saja ketidak telitian kalian membuat hubungan saya dengan orang lain tidak baik. Mohon diperbaiki ke depannya.,1,Negatif,out of stock dipakai nomor resi curiga tetangga jne dikasih pengganti ketidak telitian hubungan orang mohon diperbaiki depannya
"Saya kasih 2 bintang saja ya supaya lain kali diperhatikan barang yg dipajang judulnya apa. Judul barang sudah mencantumkan warna, jadi di keterangan pembeli saya tidak mencantumkan warna lagi, cuma ukuran. Untungnya saya juga males ribet mengembalikan dan minta tukar.",2,Negatif,kasih bintang ya kali diperhatikan dipajang judulnya judul mencantumkan warna keterangan pembeli mencantumkan warna ukuran untungnya males ribet mengembalikan tukar
"Batere drop, susah di charge krn mgkn bermasalah",2,Negatif,batere drop susah charge mgkn bermasalah
barang cacat..beli 2 semua spekernya mati sebelah..,2,Negatif,cacat spekernya mati sebelah
"Barang tak terkirim, tpi udah refund kok",1,Negatif,terkirim tpi refund
"tdk sesuai ekspektasi, engirimannya lama...",2,Negatif,sesuai ekspektasi engirimannya
apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo,2,Negatif,apik tenan broo
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",1,Negatif,kecewa readynya malam subuh tangl dikirim pagi sore ditgl undur beralasan kali cancel seribu alasan kaya gini butuh cepan converter hdmi nya terpaksa ditoko kota jd ngak kepake presentasi senin td pagi ditoko hitungan sabtu minggu sampe dikirim sore jnt minggu buka taunya dikirim siang sampe buang buang uang disruh cancel otomatis dicancel alasannya bayak
"Steamer kualitas jelek, baru baru timer udah rusak. Ga ada merek",2,Negatif,steamer kualitas jelek timer rusak merek
"Barang tidak sesuai pesanan, barang tidak ori",1,Negatif,sesuai pesanan asli
"suara ngga jernih ,,aga ngerebek",2,Negatif,suara ngga jernih aga ngerebek
"Foto barang tidak sesuai dengan deskripsi barang, mohon gambarnya diubah. Gambarnya MD to HDMI, deskripsi barang MD to VGA.",1,Negatif,foto sesuai deskripsi mohon gambarnya diubah gambarnya md to hdmi deskripsi md to vga
Ga sesuai kaya barang loakan,1,Negatif,sesuai kaya loakan
Masa saya nunggu seminggu baru barang nya datang,1,Negatif,nunggu seminggu nya
gagal.........................,1,Negatif,gagal
Brg nya yg 1 bs di pake n yg 2 gk bs di pakai.,2,Negatif,nya pakai gk pakai
Barang yang dikirim tidak ada backlit sesuai di deskripsi,2,Negatif,dikirim backlit sesuai deskripsi
Pesanan gx sesuai dgn yg d gambar,2,Negatif,pesanan gx sesuai gambar
"Produk mengecewakan, kualitas barang jelek",1,Negatif,mengecewakan kualitas jelek
minta dibatalin udah ajuin pembatalan malah dikirim. udah dikonfirmasi ukuran dan model salah. !,2,Negatif,dibatalin ajuin pembatalan dikirim dikonfirmasi ukuran model salah
"Respond cepat tp sampainya lama,barang bagus tp ada retaknya, sangat di sayangkan.",2,Negatif,respond cepat sampainya bagus retaknya sayangkan
"memuaskan. I love Tokopedi
a.suksma Tokopedia.",2,Negatif,memuaskan love tokopedi suksma
"Saya pakai untuk jarak kira2 12 meter, ditambah keatas dan kebawah sekitar 7 meter, tapi kabelnya pas banget panjangnya. Padahal sengaja pilih yg 30 meter karena takut kalau pilih yg 20 menter terlalu ketat. Kesimpulannya adalah panjang kabel TIDAK JUJUR, BUKAN 30 METER.",2,Negatif,pakai jarak meter ditambah keatas kebawah meter kabelnya pas banget panjangnya sengaja pilih meter takut pilih menter ketat kesimpulannya kabel jujur meter
"saya, kecewa dengan sistem pengerjaan untuk di kirim ke jasa pengiriman nya. menyediakan jasa YES (yakin esok sampai) tapi disamakan dengan pengiriman reguler. bukan salah kurir ini salah seller yg tidak segera mungkin menindak yg harusnya di prioritaskan barang yg harusnya satu hari sampai , menjadi 2 hari. entah di sengaja apa tidak ini sistem yang buruk menurut saya. selamat 28rb jasa YES nya bisa anda claim karna mereka tidak berhasil kirim 1 hari paket nya, lumayan buat tambah2 omset itu.. jika memang di sengaja selamat anda berhasil, dan membuat kekacauan yg cukup menyedihkan buat saya. tp jika tidak ya semoga kedepan lebih baik lagi. maaf ini pengalaman terburuk saya",1,Negatif,kecewa sistem pengerjaan jasa nya menyediakan jasa yes esok disamakan reguler salah salah menindak prioritaskan sengaja sistem buruk selamat rb jasa yes nya claim karna berhasil nya lumayan omset sengaja selamat berhasil kekacauan menyedihkan ya semoga kedepan maaf pengalaman terburuk
Barang ny pecah dan kesamaan saya mta ganti,1,Negatif,ny pecah kesamaan mta ganti
Hati2 chargeran tidak berfungsi sama sekali,1,Negatif,hati chargeran berfungsi
rusak gabisa dipake. mati matian,2,Negatif,rusak gabisa dipake mati matian
Casanya masa beda terus meletuk lgi -_- bikin listrik turun,2,Negatif,casanya beda meletuk lgi bikin listrik turun
"Kecewa baru dipakey isiya kluar sampai 2 3 buah
Dipapan nggak nempel",1,Negatif,kecewa dipakey isiya kluar buah dipapan nggak nempel
"barang ok, tp pelayanan kurang",2,Negatif,pelayanan
warna nya ga sesuaii dengan yg saya ingin kan,2,Negatif,warna nya sesuaii
Penjual tidak mau menanggapi keluhan kerusakan barang pembeli,1,Negatif,penjual menanggapi keluhan kerusakan pembeli
Barang sesuai sih. Tapi pas dinyalain alarmnya langsung idup. Batre jg dapet yg udah low. Bahan ringkih. Alhasil cuman jd gantungan kunci biasa. Ya harga segitu ga bisa ngarep lebih lah.,2,Negatif,sesuai sih pas dinyalain alarmnya langsung idup batre jg dapet low bahan ringkih alhasil cuman jd gantungan kunci ya harga segitu ngarep
Order 2pcs...yg satu mati total...ga bisa hidup...,1,Negatif,pcs mati total hidup
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",1,Negatif,kecewa readynya malam subuh tangl dikirim pagi sore ditgl undur beralasan kali cancel seribu alasan kaya gini butuh cepan converter hdmi nya terpaksa ditoko kota jd ngak kepake presentasi senin td pagi ditoko hitungan sabtu minggu sampe dikirim sore jnt minggu buka taunya dikirim siang sampe buang buang uang disruh cancel otomatis dicancel alasannya bayak
"Barang bagus..kurang sesuai untuk  acer E5-476G,saya paksakan lcd nya bermasalah",2,Negatif,bagus sesuai acer paksakan lcd nya bermasalah
"Hp yg datang klo telfon ga ada suaranya,kecewa sekali",1,Negatif,hp klo telfon suaranya kecewa
Lama pengirimannya 😩,1,Negatif,pengirimannya
Barang setelah dipakai 2hari mati (rusak),2,Negatif,dipakai mati rusak
Barang yang dikirim tidak ada backlit sesuai di deskripsi,2,Negatif,dikirim backlit sesuai deskripsi
"Baterainya boros,cukup pertama dan terakhir.makasih gan
Sukses selalu.",2,Negatif,baterainya boros terima kasih gan sukses
"Masih bisa diklem gak nih kualitas barang sangat buruk, lemnya gak nempel pada ngelupas
Jujur saya sangat kecewa",1,Negatif,diklem nih kualitas buruk lemnya nempel ngelupas jujur kecewa
"tolong setiap pengiriman di cek keberadaannya...
thanks",2,Negatif,tolong cek keberadaannya terima kasih
"Respon cepat,tapi sayang casing bagian belakang ada yg pecah",1,Negatif,respon cepat sayang casing pecah
Dikembalikan uang tanpa info barang kosong :(,2,Negatif,dikembalikan uang info kosong
Hp tidak berfungsi sama sekali,1,Negatif,hp berfungsi
Penjual tidak mengirim kelengkapan produk sesuai yg tertera di kemasan,2,Negatif,penjual mengirim kelengkapan sesuai tertera kemasan
Respons penjual baik. Barang yg dikirim tidak sesuai spek yg ditawarkan. Agak kecewa.,2,Negatif,respons penjual dikirim sesuai spek ditawarkan kecewa
Barang Tidak bisa di cas.  Untuk suara standar aja.,1,Negatif,cas suara standar
"Respon penjual cepat. Barang sampai juga cepat. Namun kualitas barang tidak sesuai deskripsi. Begitu net dipasang,  penguncinya langsung putus.",1,Negatif,respon penjual cepat cepat kualitas sesuai deskripsi net dipasang penguncinya langsung putus
"Hp ringkih gmpg rusak , antara hp Nokia atau replika",1,Negatif,hp ringkih gmpg rusak hp nokia replika
Pesan nya Hitam datang nya Ungu...,2,Negatif,nya hitam nya ungu
"Barangnya tidak sampai, sampainya ke orang lain atas nama “erna” entah siapa",1,Negatif,barangnya sampainya orang nama erna
"Catridge-nya tidak bisa di gunakan di printer saya HP Deskjet-4515 muncul error ""Incompatible Catridge, The indicated catridges are not intended for use inthis printer""

Mohon bantuannya",2,Negatif,catridge nya printer hp deskjet muncul error incompatible catridge the indicated catridges are not intended for use inthis printer mohon bantuannya
"Buat telpon tdk ada suaranya, dan untuk musik suaranya kecil bgt",1,Negatif,telpon suaranya musik suaranya banget
harga gak pernah bohong..baru pakai 1 hari..mati gak bisa dipakai,2,Negatif,harga bohong pakai mati dipakai
Barang nya sampai jne yang salah mungkin gara² ke lempar atau apa jadi gak bisa di pakai,1,Negatif,nya jne salah gara lempar pakai
pengiriman sesuai waktu..tp barang sesuai bintang aja deh..,2,Negatif,sesuai sesuai bintang deh
"Gan, barangnya sudah sampai. Tpi, card readernya gak bisa di pke.",2,Negatif,gan barangnya tpi card readernya pke
"Produk tidak sesuai, order prohex yg dikirim ini",2,Negatif,sesuai prohex dikirim
baterai cepat habis ....... packing juga kurang rapi,1,Negatif,baterai cepat habis kemasan rapi
Barang banyak cacatnya dikomplain lambat nunggu abis garansinya pokoknya ga usah dibeli,1,Negatif,cacatnya dikomplain lambat nunggu abis garansinya pokoknya dibeli
"Pengiriman pertama bermasalah, baterai kembung, g bisa dipasang.., retur.., pengiriman kedua secara fisik bagus, tapi baterai tidak bisa dipakai, sudah di charge penuh, saat charger dicabut, laptop langsung mati.., karena sudah konfirmasi penerimaan, kami sedang mengupayakan proses klaim garansi.., rating akan diupdate lagi nanti...,
Ulasan ini bersifat sementara, akan diupdate setelah ada solusi...,
Terima kasih AS Komputer",1,Negatif,bermasalah baterai kembung dipasang retur fisik bagus baterai dipakai charge penuh charger dicabut laptop langsung mati konfirmasi penerimaan mengupayakan proses klaim garansi rating diupdate ulasan bersifat diupdate solusi terima kasih as komputer
barangnya sih cepat sampai tapi tidak bisa berfungsi/rusak,1,Negatif,barangnya sih cepat berfungsi rusak
"maaf, pengiriman ke 2 sangat buruk. 6mati total, 4 barang cacad. warna hitam hanya 1 pula. ganti aja deskripsi bos, warna random.",1,Negatif,maaf buruk mati total cacad warna hitam ganti deskripsi bos warna random
susah nya gak jelas....dan yg 1 lg gak bisa ketemu bluetooth nya...,1,Negatif,susah nya lg ketemu bluetooth nya
sangat kecewa. produk yang dikirim tidak seperti di gambar. yang dikirim malah warna putih. benar benar kecewa,1,Negatif,kecewa dikirim gambar dikirim warna putih kecewa
"Kagak pas di motor ninja 250 fi.. 
Sama kagak pas di polygon stratos..",2,Negatif,kagak pas motor ninja fi kagak pas polygon stratos
"Produk blm memuaskan, tapi tetap bekerja dgn baik",1,Negatif,blm memuaskan
lama kalo buat ngecas cuma lumayan lah dari pada ga ada!!!,2,Negatif,ngecas lumayan
"barang rekondisi, tidak dicantumkan pada deskripsi",2,Negatif,rekondisi dicantumkan deskripsi
Charger Tidak berfungsi,2,Negatif,charger berfungsi
"Produk mengecewakan, kualitas barang jelek",1,Negatif,mengecewakan kualitas jelek
"Macet, suara nya pecah, g enak di dengar",1,Negatif,macet suara nya pecah enak dengar
Dikembalikan uang tanpa info barang kosong :(,2,Negatif,dikembalikan uang info kosong
"Murah barangnya, di pake langsung robek #adahargaadakualitas, plus penjualnya agak lama dikirimnya ke pihak jasapengirimannya 🥴",1,Negatif,murah barangnya pakai langsung robek adahargaadakualitas plus penjualnya dikirimnya jasapengirimannya
brng tdk sesui.pesan warna biru dkirm warna merah,2,Negatif,brng sesui warna biru dkirm warna merah
"Jual barang KW, di keterangan ga di kasih keterangan barang KW.. Tau gitu ga jadi transfer deh.. Not recomended 👎",1,Negatif,jual kw keterangan kasih keterangan kw tau gitu transfer deh not rekomendasi
"Kecewa, barang blm sampai...............",1,Negatif,kecewa blm
Barang sdh sampai.... sayang kemasan kurang rapi (bisa di bilang rusak) tapi barang msh aman... mohon d tingkatkan pengemasannya...,2,Negatif,sayang kemasan rapi bilang rusak msh aman mohon tingkatkan pengemasannya
Deskripsi tertulis ready warna HITAM dan PUTIH. Tapi terlalu mistis hingga bisa muncul warna BIRU saat barang sampai ke tangan pembeli.,1,Negatif,deskripsi tertulis ready warna hitam putih mistis muncul warna biru tangan pembeli
"Barang sampai dengan tidak selamat, entah rusak di kurir atau dari penjual, 1 bagian stick patah dan tidak berfungsi, kecewa gan :)",1,Negatif,selamat rusak penjual stick patah berfungsi kecewa gan
Pengantaran cepat cuman barangnya udah tidak lengket bgain biru dan kuningnya,2,Negatif,pengantaran cepat cuman barangnya lengket bgain biru kuningnya
Goodquality but the Worst marketing managers without any mutual respect for cust,2,Negatif,goodquality but the worst marketing managers without any mutual respect for cust
jadi agak susah nekuk dengkul. overall bagus. semoga usahanya lancar.,2,Negatif,susah nekuk dengkul overall bagus semoga usahanya lancar
"Barang tidak berfungsi,,,,,,,,,,,,",2,Negatif,berfungsi
pesanan nyampenya lama,2,Negatif,pesanan nyampenya
Barang yg dikirim output voltage nya 19V - 1.58A gak sesuai dengan apa yg ada di deskripsi output voltage nya 19.5V - 2.05A.,2,Negatif,dikirim output voltage nya sesuai deskripsi output voltage nya
Pesanan gx sesuai dgn yg d gambar,2,Negatif,pesanan gx sesuai gambar
"Batre belum d pakai sudah abis alias dropp belom di pake, padahal abis di carger. Belum sejam udah abis",2,Negatif,batre pakai abis alias dropp belom pakai abis carger sejam abis
Barang rusak tidak bisa dipakai,2,Negatif,rusak dipakai
Warnanya tdk sesuai pesanan. Tdk ada chat/pemberitahuan jg.,2,Negatif,warnanya sesuai pesanan chat pemberitahuan jg
Pesan 3..patah 2 .. packing kurang aman,2,Negatif,patah kemasan aman
Ud komplain ad yg rusak br bilang kebijakan toko kalau ongkir barang lama n barang pengganti d tanggung pembeli..,2,Negatif,ud komplain ad rusak br bilang kebijakan ongkos kirim pengganti tanggung pembeli
Sepertinya salah kirim !! Saya pesan size pria di chat 34 c 13 c 22. Ga cukup buat sneaker!! . Saya mau dikembalikan ini gimanaaa. Ongkornya mahal lo iniiii!,2,Negatif,salah size pria chat sneaker dikembalikan gimanaa ongkornya mahal lo inii
"Pelayanan buruk,........",1,Negatif,pelayanan buruk
"Tidak ada kartu garansi, katanya dari brand resmi. Ini original apa kw?
Jam nya sangat kecil, jauh dari perkiraan. Ini mah jam nya anak2.",2,Negatif,kartu garansi brand resmi asli kw jam nya perkiraan mah jam nya anak
Sangat buruk pdahal disitu pengirimanya sehari nyampenya seminggu,1,Negatif,buruk pdahal disitu pengirimanya sehari nyampenya seminggu
"Trims, joystick sudah sampe (pengiriman cepat), seller fast response.",2,Negatif,trims joystick sampe cepat fast response
Kenapa barang yang datang tidak sesuai yang saya pesan? Saya sudah terlanjur tekan transaksi selesai. Mudah2an pesanan saya yang sedang proses sesuai dengan pesanan saya,1,Negatif,sesuai terlanjur tekan transaksi selesai mudah an pesanan proses sesuai pesanan
"Ukurannya kecil, klo mau beli size dilebihin. misalkan size 42 belinya 43. size 43 belinya 44.",1,Negatif,ukurannya klo size dilebihin size belinya size belinya
Hati2 chargeran tidak berfungsi sama sekali,1,Negatif,hati chargeran berfungsi
